chr,TnG_start,TnG_end,strand,peaks
chr14,118774805,118774828,-,[400250]
chr14,118778496,118778520,-,[400252]
chr14,118783200,118783220,-,[400256]
chr14,118783222,118783246,-,[400256]
chr14,118794183,118794197,-,[400262]
chr14,118816967,118816981,-,[400279]
chr14,118837649,118837664,-,[400290]
chr14,118838559,118838594,-,[400292]
chr14,118865081,118865105,-,[400303]
chr14,118910038,118910054,-,[400327]
chr14,118910732,118910756,-,[400329]
chr14,118941092,118941106,-,[400353]
chr14,118941149,118941164,-,[400354]
chr14,118945028,118945050,-,[400356]
chr14,118945113,118945132,-,[400357]
chr14,118945791,118945817,-,[400358]
chr14,118947409,118947423,-,[400359]
chr14,118950293,118950308,-,[400362]
chr14,118982933,118982948,-,[400375]
chr14,119003384,119003398,-,[400383]
chr14,119003414,119003434,-,[400383]
chr14,119120773,119120787,-,[400407]
chr14,119196577,119196602,-,[400419]
chr14,119217214,119217230,-,[400420]
chr14,119236435,119236454,-,[400425]
chr14,119284117,119284132,-,[400436]
chr14,119346587,119346619,-,[400441]
chr14,119658038,119658060,-,[400451]
chr14,119658113,119658129,-,[400451]
chr14,119725147,119725161,-,[400461]
chr14,119852868,119852891,-,[400482]
chr14,119854378,119854397,-,[400483]
chr14,119859962,119859986,-,[400486]
chr14,119860005,119860020,-,[400486]
chr14,119875126,119875145,-,[400487]
chr14,119923127,119923142,-,[400493]
chr14,119923195,119923209,-,[400494]
chr14,120020909,120020923,-,[400510]
chr14,120159092,120159118,-,[400526]
chr14,120280392,120280411,-,[400559]
chr14,120297594,120297616,-,[400579]
chr14,120300898,120300914,-,[400582]
chr14,120303316,120303335,-,[400584]
chr14,120307579,120307593,-,[400588]
chr14,120308378,120308393,-,[400590]
chr14,120314330,120314350,-,[400596]
chr14,120325537,120325562,-,[400608]
chr14,120367070,120367104,-,[400639]
chr14,120372460,120372475,-,[400644]
chr14,120372921,120372936,-,[400645]
chr14,120378320,120378334,-,[400649]
chr14,120403617,120403637,-,[400665]
chr14,120403869,120403908,-,[400666]
chr14,120404923,120404942,-,[400668]
chr14,120405083,120405102,-,[400668]
chr14,120434316,120434335,-,[400682]
chr14,120453876,120453895,-,[400688]
chr14,120480795,120480840,-,[400695]
chr14,120544078,120544100,-,[400728]
chr14,120564142,120564195,-,[400733]
chr14,120591269,120591288,-,[400743]
chr14,120705744,120705764,-,[400780]
chr14,120749878,120749892,-,[400790]
chr14,120848367,120848382,-,[400824]
chr14,120892705,120892719,-,[400837]
chr14,120899958,120899980,-,[400838]
chr14,120905097,120905114,-,[400841]
chr14,120955023,120955038,-,[400850]
chr14,121036838,121036860,-,[400879]
chr14,121049797,121049811,-,[400885]
chr14,121052803,121052817,-,[400889]
chr14,121052846,121052868,-,[400889]
chr14,121070606,121070621,-,[400897]
chr14,121100129,121100147,-,[400904]
chr14,121109535,121109566,-,[400912]
chr14,121129736,121129751,-,[400921]
chr14,121136756,121136785,-,[400924]
chr14,121173399,121173414,-,[400946]
chr14,121230818,121230833,-,[400963]
chr14,121247427,121247446,-,[400967]
chr14,121257980,121257995,-,[400976]
chr14,121261768,121261804,-,[400980]
chr14,121288795,121288814,-,[400996]
chr14,121395179,121395203,-,[401095]
chr14,121405412,121405440,-,[401096]
chr14,121427439,121427454,-,[401115]
chr14,121461597,121461620,-,[401131]
chr14,121500107,121500125,-,[401149]
chr14,121505273,121505287,-,[401151]
chr14,121506683,121506699,-,[401154]
chr14,121545571,121545593,-,[401165]
chr14,121546703,121546719,-,[401168]
chr14,121595332,121595352,-,[401193]
chr14,121612975,121612991,-,[401203]
chr14,121654900,121654919,-,[401223]
chr14,121658126,121658140,-,[401225]
chr14,121711724,121711744,-,[401263]
chr14,121768818,121768837,-,[401298]
chr14,121821182,121821197,-,[401313]
chr14,121866802,121866818,-,[401333]
chr14,121881532,121881552,-,[401346]
chr14,121885042,121885064,-,[401350]
chr14,121892600,121892615,-,[401353]
chr14,121894606,121894621,-,[401354]
chr14,121894985,121895015,-,[401355]
chr14,121898793,121898809,-,[401358]
chr14,121907003,121907023,-,[401370]
chr14,121930772,121930788,-,[401390]
chr14,121930834,121930850,-,[401390]
chr14,121936606,121936638,-,[401396]
chr14,121946442,121946456,-,[401404]
chr14,121947758,121947777,-,[401407]
chr14,121952339,121952355,-,[401413]
chr14,121971852,121971893,-,[401437]
chr14,121983092,121983111,-,[401442]
chr14,121985731,121985754,-,[401447]
chr14,121992166,121992185,-,[401452]
chr14,122000784,122000798,-,[401464]
chr14,122003981,122004005,-,[401469]
chr14,122019416,122019434,-,[401481]
chr14,122026133,122026152,-,[401489]
chr14,122077000,122077016,-,[401537]
chr14,122081512,122081526,-,[401540]
chr14,122087298,122087322,-,[401541]
chr14,122107736,122107750,-,[401548]
chr14,122120900,122120915,-,[401554]
chr14,122142164,122142178,-,[401562]
chr14,122157439,122157454,-,[401568]
chr14,122157880,122157896,-,[401569]
chr14,122184208,122184227,-,[401583]
chr14,122223708,122223748,-,[401595]
chr14,122281112,122281131,-,[401609]
chr14,122310614,122310629,-,[401619]
chr14,122324429,122324445,-,[401620]
chr14,122376776,122376802,-,[401631]
chr14,122474630,122474654,-,[401664]
chr14,122485175,122485199,-,[401677]
chr14,122558180,122558195,-,[401688]
chr14,122598994,122599014,-,[401702]
chr14,122601601,122601615,-,[401703]
chr14,122617758,122617774,-,[401706]
chr14,122633495,122633511,-,[401709]
chr14,122637871,122637893,-,[401711]
chr14,122644497,122644519,-,[401714]
chr14,122644631,122644657,-,[401714]
chr14,122649395,122649434,-,[401716]
chr14,122710597,122710613,-,[401733]
chr14,122711215,122711229,-,[401735]
chr14,122759400,122759414,-,[401757]
chr14,122760212,122760227,-,[401758]
chr14,122784642,122784658,-,[401765]
chr14,122787945,122787970,-,[401767]
chr14,122788036,122788061,-,[401767]
chr14,122796791,122796818,-,[401772]
chr14,122845610,122845625,-,[401784]
chr14,122878201,122878227,-,[401796]
chr14,122878234,122878257,-,[401796]
chr14,122878282,122878313,-,[401796]
chr14,122912087,122912117,-,[401806]
chr14,122996065,122996081,-,[401838]
chr14,123003806,123003821,-,[401844]
chr14,123003987,123004006,-,[401844]
chr14,123004024,123004038,-,[401844]
chr14,123005052,123005074,-,[401845]
chr14,123025798,123025817,-,[401850]
chr14,123207095,123207111,-,[401864]
chr14,123272380,123272446,-,[401867]
chr14,123312642,123312663,-,[401869]
chr14,123314637,123314660,-,[401870]
chr14,123314662,123314683,-,[401870]
chr14,123371842,123371860,-,[401873]
chr14,123555845,123555886,-,[401876]
chr14,124040863,124040886,-,[401887]
chr14,124040928,124040947,-,[401887]
chr14,124268509,124268524,-,[401895]
chr14,124709365,124709384,-,[401904]
chr15,3174662,3174677,+,[401912]
chr15,3214840,3214873,+,[401920]
chr15,3248303,3248323,+,[401939]
chr15,3270599,3270618,+,[401954]
chr15,3277670,3277692,+,[401960]
chr15,3356488,3356507,+,[401976]
chr15,3483723,3483738,+,[401992]
chr15,3558662,3558676,+,[401998]
chr15,3599454,3599469,+,[402003]
chr15,3707205,3707225,+,[402005]
chr15,3707365,3707385,+,[402005]
chr15,3875554,3875568,+,[402007]
chr15,3909006,3909025,+,[402010]
chr15,3938183,3938205,+,[402012]
chr15,3958089,3958117,+,[402014]
chr15,3958262,3958281,+,[402014]
chr15,3986507,3986522,+,[402022]
chr15,3994973,3994987,+,[402024]
chr15,4000791,4000805,+,[402029]
chr15,4013689,4013709,+,[402032]
chr15,4016560,4016575,+,[402033]
chr15,4033250,4033264,+,[402043]
chr15,4042279,4042311,+,[402045]
chr15,4042509,4042525,+,[402046]
chr15,4056718,4056737,+,[402050]
chr15,4086011,4086030,+,[402057]
chr15,4152737,4152751,+,[402069]
chr15,4368101,4368115,+,[402077]
chr15,4508010,4508025,+,[402080]
chr15,4821528,4821543,+,[402099]
chr15,4821900,4821916,+,[402100]
chr15,4822343,4822362,+,[402101]
chr15,4833705,4833740,+,[402103]
chr15,4930668,4930687,+,[402108]
chr15,5021399,5021413,+,[402110]
chr15,5045925,5045944,+,[402112]
chr15,5089126,5089140,+,[402118]
chr15,5124976,5124991,+,[402132]
chr15,5150397,5150413,+,[402152]
chr15,5155798,5155821,+,[402156]
chr15,5206292,5206307,+,[402183]
chr15,5207982,5208000,+,[402184]
chr15,5241934,5241957,+,[402199]
chr15,5367347,5367366,+,[402250]
chr15,5388402,5388422,+,[402251]
chr15,5393215,5393230,+,[402254]
chr15,5393279,5393298,+,[402254]
chr15,5468023,5468039,+,[402284]
chr15,5496149,5496163,+,[402293]
chr15,5512725,5512740,+,[402303]
chr15,5514393,5514412,+,[402306]
chr15,5536014,5536033,+,[402315]
chr15,5606828,5606855,+,[402334]
chr15,5618033,5618048,+,[402338]
chr15,5621978,5621994,+,[402340]
chr15,5625406,5625428,+,[402342]
chr15,5625488,5625504,+,[402342]
chr15,5636562,5636582,+,[402345]
chr15,5740755,5740769,+,[402366]
chr15,5742456,5742470,+,[402368]
chr15,5757060,5757080,+,[402369]
chr15,5758465,5758489,+,[402370]
chr15,5769618,5769676,+,[402374]
chr15,5830641,5830656,+,[402388]
chr15,5840136,5840150,+,[402390]
chr15,5872139,5872154,+,[402396]
chr15,5872341,5872365,+,[402396]
chr15,5890313,5890335,+,[402398]
chr15,5891481,5891500,+,[402399]
chr15,6002359,6002373,+,[402417]
chr15,6180525,6180544,+,[402444]
chr15,6267139,6267173,+,[402461]
chr15,6310984,6310998,+,[402471]
chr15,6322722,6322742,+,[402472]
chr15,6337208,6337227,+,[402478]
chr15,6340574,6340588,+,[402481]
chr15,6557881,6557895,+,[402530]
chr15,6582460,6582482,+,[402552]
chr15,6584590,6584604,+,[402554]
chr15,6598777,6598791,+,[402568]
chr15,6614395,6614410,+,[402577]
chr15,6614423,6614441,+,[402577]
chr15,6624015,6624029,+,[402583]
chr15,6672831,6672850,+,[402596]
chr15,6707982,6707997,+,[402601]
chr15,6731270,6731286,+,[402618]
chr15,6731336,6731358,+,[402618]
chr15,6871878,6871902,+,[402640]
chr15,6872338,6872357,+,[402641]
chr15,6934755,6934770,+,[402658]
chr15,6949484,6949498,+,[402659]
chr15,6993197,6993212,+,[402664]
chr15,6995708,6995723,+,[402665]
chr15,7009018,7009032,+,[402670]
chr15,7022797,7022813,+,[402676]
chr15,7037838,7037854,+,[402682]
chr15,7048420,7048438,+,[402689]
chr15,7084616,7084631,+,[402703]
chr15,7086382,7086398,+,[402705]
chr15,7118166,7118181,+,[402720]
chr15,7130813,7130827,+,[402730]
chr15,7161495,7161528,+,[402751]
chr15,7206627,7206642,+,[402765]
chr15,7231982,7231996,+,[402776]
chr15,7382691,7382706,+,[402786]
chr15,7443987,7444009,+,[402791]
chr15,7530106,7530125,+,[402800]
chr15,7574935,7574951,+,[402805]
chr15,7839038,7839052,+,[402828]
chr15,7839090,7839109,+,[402828]
chr15,7876160,7876181,+,[402832]
chr15,7942188,7942208,+,[402843]
chr15,7942910,7942929,+,[402844]
chr15,7961572,7961596,+,[402846]
chr15,7976932,7976957,+,[402851]
chr15,7996066,7996080,+,[402856]
chr15,8004847,8004861,+,[402863]
chr15,8004956,8004992,+,[402864]
chr15,8027759,8027786,+,[402868]
chr15,8045388,8045441,+,[402874]
chr15,8046153,8046171,+,[402875]
chr15,8129359,8129373,+,[402888]
chr15,8285965,8285979,+,[402912]
chr15,8295177,8295191,+,[402917]
chr15,8295805,8295832,+,[402918]
chr15,8319276,8319291,+,[402920]
chr15,8348973,8348989,+,[402924]
chr15,8348996,8349010,+,[402924]
chr15,8377351,8377370,+,[402929]
chr15,8393421,8393450,+,[402934]
chr15,8402916,8402931,+,[402940]
chr15,8406328,8406343,+,[402941]
chr15,8413136,8413158,+,[402945]
chr15,8438600,8438635,+,[402958]
chr15,8439032,8439071,+,[402959]
chr15,8444342,8444358,+,[402962]
chr15,8587030,8587046,+,[402987]
chr15,8588230,8588246,+,[402989]
chr15,8590005,8590033,+,[402991]
chr15,8596570,8596588,+,[402994]
chr15,8634867,8634902,+,[403007]
chr15,8643220,8643240,+,[403014]
chr15,8663045,8663070,+,[403022]
chr15,8676646,8676660,+,[403027]
chr15,8677079,8677093,+,[403028]
chr15,8678468,8678492,+,[403029]
chr15,8717173,8717189,+,[403049]
chr15,8734308,8734354,+,[403053]
chr15,8850130,8850144,+,[403065]
chr15,9070971,9070993,+,[403075]
chr15,9071286,9071306,+,[403076]
chr15,9190078,9190092,+,[403117]
chr15,9335402,9335440,+,[403124]
chr15,9462912,9462926,+,[403144]
chr15,9482514,9482530,+,[403155]
chr15,9483889,9483903,+,[403156]
chr15,9492409,9492423,+,[403160]
chr15,9536348,9536362,+,[403188]
chr15,9574559,9574573,+,[403206]
chr15,9576975,9576989,+,[403208]
chr15,9595479,9595498,+,[403216]
chr15,9600113,9600129,+,[403219]
chr15,9608850,9608865,+,[403221]
chr15,9628550,9628576,+,[403225]
chr15,9661461,9661475,+,[403232]
chr15,9690945,9690961,+,[403241]
chr15,9714532,9714547,+,[403252]
chr15,9747528,9747544,+,[403258]
chr15,9856653,9856677,+,[403281]
chr15,9857487,9857501,+,[403282]
chr15,9861888,9861904,+,[403284]
chr15,9869944,9869958,+,[403287]
chr15,10065311,10065327,+,[403306]
chr15,10065762,10065781,+,[403307]
chr15,10088037,10088051,+,[403315]
chr15,10176958,10176972,+,[403325]
chr15,10227537,10227556,+,[403333]
chr15,10273202,10273216,+,[403346]
chr15,10296871,10296887,+,[403348]
chr15,10311894,10311914,+,[403355]
chr15,10313864,10313888,+,[403356]
chr15,10329376,10329422,+,[403359]
chr15,10347652,10347667,+,[403365]
chr15,10409208,10409228,+,[403371]
chr15,10447354,10447370,+,[403377]
chr15,10663811,10663846,+,[403418]
chr15,10672217,10672233,+,[403422]
chr15,10695987,10696003,+,[403437]
chr15,10710050,10710066,+,[403441]
chr15,10715963,10715977,+,[403446]
chr15,10716007,10716029,+,[403446]
chr15,10867207,10867221,+,[403474]
chr15,10953272,10953291,+,[403503]
chr15,10991629,10991649,+,[403512]
chr15,10991811,10991831,+,[403512]
chr15,11190703,11190719,+,[403531]
chr15,11205253,11205269,+,[403532]
chr15,11310440,11310455,+,[403539]
chr15,11324872,11324886,+,[403543]
chr15,11335853,11335873,+,[403544]
chr15,11369690,11369706,+,[403549]
chr15,11435921,11435996,+,[403569]
chr15,11543928,11543944,+,[403582]
chr15,11586502,11586517,+,[403592]
chr15,11586691,11586706,+,[403592]
chr15,11590871,11590885,+,[403593]
chr15,11696965,11696993,+,[403597]
chr15,11707814,11707833,+,[403598]
chr15,11749493,11749514,+,[403608]
chr15,11882727,11882742,+,[403623]
chr15,11891655,11891674,+,[403624]
chr15,11987700,11987736,+,[403650]
chr15,11992574,11992594,+,[403654]
chr15,12008405,12008421,+,[403664]
chr15,12023263,12023299,+,[403676]
chr15,12023392,12023406,+,[403676]
chr15,12041890,12041904,+,[403687]
chr15,12064708,12064751,+,[403696]
chr15,12065915,12065929,+,[403697]
chr15,12136675,12136703,+,[403728]
chr15,12139823,12139839,+,[403731]
chr15,12194787,12194801,+,[403743]
chr15,12204758,12204772,+,[403748]
chr15,12214491,12214515,+,[403756]
chr15,12217504,12217523,+,[403762]
chr15,12221665,12221679,+,[403764]
chr15,12222188,12222203,+,[403765]
chr15,12273913,12273927,+,[403795]
chr15,12285430,12285444,+,[403801]
chr15,12307351,12307367,+,[403810]
chr15,12313407,12313421,+,[403814]
chr15,12322996,12323020,+,[403821]
chr15,12327426,12327440,+,[403822]
chr15,12329364,12329378,+,[403825]
chr15,12404881,12404900,+,[403857]
chr15,12425066,12425082,+,[403866]
chr15,12426632,12426646,+,[403868]
chr15,12432446,12432482,+,[403875]
chr15,12447215,12447234,+,[403887]
chr15,12449390,12449404,+,[403889]
chr15,12455326,12455350,+,[403892]
chr15,12465904,12465923,+,[403895]
chr15,12495068,12495097,+,[403908]
chr15,12506123,12506153,+,[403914]
chr15,12508839,12508853,+,[403917]
chr15,12545990,12546009,+,[403926]
chr15,12546283,12546302,+,[403927]
chr15,12565460,12565482,+,[403939]
chr15,12576911,12576930,+,[403944]
chr15,12577176,12577190,+,[403945]
chr15,12580040,12580060,+,[403950]
chr15,12634182,12634196,+,[403969]
chr15,12788494,12788524,+,[403994]
chr15,12791099,12791115,+,[403997]
chr15,12791156,12791183,+,[403997]
chr15,12795432,12795452,+,[403998]
chr15,12813716,12813736,+,[404006]
chr15,12813742,12813756,+,[404006]
chr15,12865157,12865191,+,[404027]
chr15,12923145,12923161,+,[404045]
chr15,12924130,12924145,+,[404047]
chr15,13165223,13165247,+,[404079]
chr15,13341929,13341948,+,[404097]
chr15,13342027,13342047,+,[404097]
chr15,13342145,13342164,+,[404097]
chr15,13386046,13386065,+,[404104]
chr15,13391639,13391656,+,[404105]
chr15,15709676,15709700,+,[404153]
chr15,15952310,15952351,+,[404158]
chr15,17195706,17195721,+,[404180]
chr15,17223575,17223589,+,[404181]
chr15,17229768,17229792,+,[404182]
chr15,17597509,17597525,+,[404186]
chr15,17604551,17604577,+,[404188]
chr15,18831630,18831661,+,[404200]
chr15,18951754,18951768,+,[404207]
chr15,19473584,19473600,+,[404214]
chr15,19473642,19473669,+,[404214]
chr15,19473806,19473820,+,[404214]
chr15,19793122,19793141,+,[404224]
chr15,19793234,19793248,+,[404224]
chr15,19793305,19793320,+,[404224]
chr15,19795029,19795048,+,[404225]
chr15,19855909,19855928,+,[404233]
chr15,19908660,19908675,+,[404245]
chr15,20902652,20902670,+,[404272]
chr15,20902730,20902745,+,[404272]
chr15,21166123,21166137,+,[404277]
chr15,22766767,22766783,+,[404291]
chr15,22766820,22766836,+,[404291]
chr15,22929448,22929468,+,[404292]
chr15,23486585,23486604,+,[404296]
chr15,24303280,24303295,+,[404305]
chr15,24433034,24433050,+,[404307]
chr15,24596504,24596518,+,[404312]
chr15,24639496,24639511,+,[404314]
chr15,24849113,24849129,+,[404317]
chr15,24990278,24990303,+,[404318]
chr15,25206068,25206090,+,[404335]
chr15,25208368,25208386,+,[404336]
chr15,25216403,25216419,+,[404339]
chr15,25216494,25216519,+,[404340]
chr15,25227583,25227597,+,[404347]
chr15,25228268,25228284,+,[404348]
chr15,25235082,25235096,+,[404351]
chr15,25272157,25272172,+,[404361]
chr15,25302425,25302445,+,[404378]
chr15,25321824,25321843,+,[404384]
chr15,25392341,25392360,+,[404415]
chr15,25395283,25395297,+,[404419]
chr15,25398799,25398835,+,[404422]
chr15,25412894,25412910,+,[404431]
chr15,25428837,25428853,+,[404441]
chr15,25432403,25432419,+,[404444]
chr15,25443165,25443189,+,[404450]
chr15,25468546,25468567,+,[404459]
chr15,25468685,25468699,+,[404459]
chr15,25485686,25485706,+,[404466]
chr15,25495783,25495799,+,[404473]
chr15,25510374,25510390,+,[404479]
chr15,25558307,25558326,+,[404502]
chr15,25558354,25558368,+,[404502]
chr15,25582300,25582316,+,[404520]
chr15,25582330,25582361,+,[404520]
chr15,25731142,25731166,+,[404600]
chr15,25749641,25749657,+,[404611]
chr15,25818873,25818887,+,[404650]
chr15,25819037,25819075,+,[404650]
chr15,25830644,25830658,+,[404657]
chr15,25879338,25879352,+,[404691]
chr15,25925564,25925619,+,[404729]
chr15,25925842,25925872,+,[404730]
chr15,25942094,25942108,+,[404745]
chr15,25946638,25946652,+,[404748]
chr15,25961495,25961510,+,[404759]
chr15,26016554,26016568,+,[404777]
chr15,26132015,26132029,+,[404782]
chr15,26144403,26144417,+,[404783]
chr15,26530150,26530166,+,[404802]
chr15,26550673,26550687,+,[404803]
chr15,26620448,26620468,+,[404816]
chr15,26683242,26683261,+,[404826]
chr15,27064083,27064099,+,[404859]
chr15,27189793,27189817,+,[404861]
chr15,27340435,27340451,+,[404878]
chr15,27367486,27367500,+,[404888]
chr15,27390692,27390711,+,[404894]
chr15,27406668,27406682,+,[404897]
chr15,27428955,27428970,+,[404900]
chr15,27493876,27493894,+,[404932]
chr15,27503362,27503378,+,[404942]
chr15,27512825,27512839,+,[404950]
chr15,27516902,27516923,+,[404953]
chr15,27533306,27533320,+,[404966]
chr15,27564196,27564210,+,[404981]
chr15,27575130,27575144,+,[404987]
chr15,27579041,27579055,+,[404992]
chr15,27597044,27597063,+,[405008]
chr15,27619403,27619418,+,[405026]
chr15,27625256,27625275,+,[405028]
chr15,27625365,27625379,+,[405029]
