Gene,Gene_chr,Gene_start,Gene_end,Gene_dir,HH_dist,TnG_dist,Joris_aTreg_IAA_over_Joris_aTreg_WT_Log2FC,Joris_aTreg_IAA_over_Joris_aTreg_WT_padj
Gm22953,chr2,121450669,121450770,-,-339655,-18544,-0.035047547,0.954498365
Ppp1cb,chr5,32458842,32517433,+,0,0,0.088110656,0.806556136
Arsk,chr13,76060421,76098660,-,500260,0,-0.520022847,0.495584652
Zfp692,chr11,58307068,58314627,+,-167220,-4895,-0.304224403,0.435126631
Stag2,chrX,42149316,42277185,+,234291,0,-0.047674885,0.875900926
Atp2c1,chr9,105403538,105527319,-,-271868,89926,0.152552705,0.38843708
Zc3h15,chr2,83644434,83664622,+,360890,-18858,0.103217318,0.654243527
Hdac8,chrX,102284638,102505359,-,1087387,0,0.157143512,0.738717864
Prpf39,chr12,65036332,65063386,+,169800,2157,-0.020762466,0.961622206
E2f4,chr8,105297662,105305370,+,-30831,-125,-0.139703916,0.553571912
Pcgf3,chr5,108461231,108506976,+,-500458,0,0.090517716,0.759937378
Rbfaos,chr18,80186238,80193569,+,7280,7245,-0.105757538,0.850737104
Bbs9,chr9,22475714,22888280,+,-403881,0,0.128210844,0.767824742
Xlr4d-ps,chrX,74727228,74734141,+,-759859,-358383,0.122237505,1.0
Chmp2b,chr16,65539127,65562726,-,-42225,-89311,-0.438750208,0.083773076
Gm26938,chr5,139807977,139826407,-,505891,672,0.221214284,0.866795815
Lrrc14b,chr13,74359577,74364005,-,-9633,-9120,0.262036202,1.0
Styx,chr14,45351092,45422820,+,-248512,0,0.196590236,0.406694962
Med1,chr11,98152153,98193293,-,-107847,-2535,-0.017763803,0.95803882
Peli2,chr14,48120822,48281575,+,-380071,85771,-0.093392435,0.955523341
Gm27176,chr14,69567146,69570509,-,495139,137186,0.264942873,0.816581968
Itch,chr2,155133508,155226855,+,326453,-53611,0.064236611,0.852507785
Spsb3,chr17,24886642,24892152,+,292151,68876,0.07232944,0.85704678
Rpl10,chrX,74270811,74273135,+,-303442,0,-0.197103143,0.312625682
Drg1,chr11,3187359,3266415,-,78680,0,0.095365231,0.728046413
Rnaseh1,chr12,28649601,28659589,+,120026,119973,0.125717887,0.775970237
Acly,chr11,100476352,100528000,-,-1237635,-3305,-0.016877568,0.963494906
Gm44123,chr6,90689730,90690829,+,-2270097,50101,-0.123856555,0.853014676
Larp4,chr15,99970064,100016358,+,44416,0,0.116161163,0.751305405
Anp32a,chr9,62341292,62378812,+,0,0,0.063696568,0.854036671
Heatr5a,chr12,51875870,51971321,-,-10777,0,0.147999179,0.71148182
Arhgdib,chr6,136923654,136941899,-,5312,5336,0.093930672,0.766998267
Trdc,chr14,54142850,54148868,+,68113,49202,-0.025947858,0.986681332
Hsd11b1,chr1,193221633,193264075,-,-27648,352,0.011589837,0.985710154
Gm26944,chr7,92639738,92647442,+,1586308,-2443,0.094786159,0.921563823
Foxo4,chrX,101254527,101260873,+,2331873,-292,-0.183875457,0.474048145
Mapk6,chr9,75369061,75410005,-,867247,24522,0.18011301,0.516756124
Maco1,chr4,134802758,134853345,-,-297516,0,0.210036231,0.324724508
Tle5,chr10,81559487,81566362,+,-56884,-7561,-0.031154715,0.907748986
Gm28901,chr1,97024515,97025565,-,-1419017,471441,-0.10322746,0.670505736
Rap1gap2,chr11,74383355,74610915,-,191057,0,0.784046078,0.000682035
Sgpp1,chr12,75714248,75735729,-,643971,0,-0.13869106,0.64445307
Rpl34-ps1,chr6,71124609,71124963,+,-300021,42129,-0.011458552,0.995831675
Pyurf,chr6,57686575,57692078,-,-982581,11503,0.037084013,0.97524248
Anxa6,chr11,54979107,55033445,-,-37197,0,-0.000814227,0.999109132
Nfkb1,chr3,135584654,135691547,-,352609,0,-0.036724741,0.838068041
Gm17300,chr4,132351771,132353382,+,352,-6498,-0.123992588,0.853045113
Desi2,chr1,178187416,178257301,+,-849159,0,0.168274171,0.593501713
Gm42967,chr3,152380856,152383168,-,558764,-40001,-0.250409217,0.742213563
Ncaph2,chr15,89355718,89372826,+,-279696,-12240,-0.06511681,0.866093713
1700056E22Rik,chr1,184033029,184034301,-,27507,0,-0.703380005,0.441703155
Setmar,chr6,108065044,108077122,+,21566,21272,-0.019484791,0.992672747
Gm50096,chr18,4353643,4380723,+,-39637,-57788,0.206923361,0.778678762
Abhd1,chr5,30950065,30955091,+,561728,6690,0.008332121,0.991876007
Pitrm1,chr13,6548148,6580515,+,2859576,46511,0.051005783,0.894057658
Trip13,chr13,73911346,73937784,-,-307664,-201480,0.193227672,0.902282207
Gm15629,chr14,75197072,75199271,-,246480,-9922,-0.020207329,0.981936024
Rpsa-ps7,chr17,82409934,82410819,-,1236160,276383,0.31025425,0.320603347
Gm16216,chr19,24289715,24290826,+,370166,-9610,0.175465738,0.90441845
Pcsk7,chr9,45906496,45929726,+,-36864,-36873,0.05122279,0.889529563
Med11,chr11,70451918,70453727,+,52626,52615,-0.070232389,0.909671592
Rbfa,chr18,80192264,80200658,-,191,156,-0.252197767,0.289769169
Eme2,chr17,24888485,24895087,-,289216,65941,0.168697856,0.53120898
Gpsm1,chr2,26315514,26348237,+,60434,-169,-0.369668108,0.500272279
Coq6,chr12,84361656,84373796,+,43384,34159,-0.445319758,0.314819717
Fam129b,chr2,32876113,32925254,+,-724443,0,-0.213650722,0.819463025
Rps18-ps5,chr13,28257527,28258134,+,159359,159639,0.371081179,0.799423739
Trbj2-1,chr6,41542753,41542803,+,11478,-2612,0.15040181,0.782082886
Elf2,chr3,51252719,51340663,-,0,0,0.107155905,0.53624611
Plcg1,chr2,160731299,160775760,+,736371,0,0.196135316,0.124257435
Ccdc137,chr11,120458114,120464358,+,-954205,28440,-0.009740285,0.988709898
Ncbp1,chr4,46138612,46172403,+,589568,0,0.017254819,0.966380786
Dpm1,chr2,168209047,168230591,-,0,0,0.257217877,0.243014668
Nt5m,chr11,59839446,59880968,+,204017,0,-0.074839088,0.923966149
Sumo2,chr11,115523101,115536276,-,235091,-14757,-0.034116956,0.930854251
Ctcf,chr8,105636567,105682922,+,324574,-13225,-0.024653694,0.916352663
Ltn1,chr16,87376650,87432612,-,-2182744,229245,0.011938897,0.980375753
Supt5,chr7,28314890,28338746,-,-381251,34430,-0.025184482,0.912224027
Gm14966,chr19,6355521,6363759,-,55002,-14555,0.185098242,0.860410758
Zkscan1,chr5,138085083,138107822,+,-391031,0,0.173511599,0.248275028
Mtrex,chr13,112867417,112927398,-,647061,0,0.073354356,0.78543662
Txk,chr5,72695977,72752777,-,59225,11038,0.087779444,0.843138547
Fam53c,chr18,34758905,34773760,+,-95679,3804,-0.110837384,0.673605313
Upf2,chr2,5951468,6056703,+,0,0,0.027850474,0.947244114
Snx1,chr9,66088132,66126587,-,205680,0,-0.072510527,0.777763755
Exosc7,chr9,123113214,123136129,+,230805,104139,-0.02016777,0.969402751
Matn2,chr15,34306676,34436273,+,1093361,7455,0.152782587,0.886908972
Gm5577,chr6,87980882,88005471,+,-151013,69818,-0.040486727,0.956062237
U2af1,chr17,31647080,31658892,-,373037,-126605,0.042958391,0.933937711
Gm6563,chr19,23675847,23676480,+,-467441,10789,-0.101816578,0.852232758
Acin1,chr14,54642160,54686931,-,-656,0,-0.09976549,0.592156935
Gm9030,chr10,118253258,118255668,+,-111775,-57842,0.167642641,1.0
Cab39l,chr14,59440971,59585764,+,634068,634010,-0.00019593,0.999632602
Crkl,chr16,17451986,17487434,+,900807,0,-0.000905465,0.998820542
Gm21992,chr19,4742912,4811612,-,-597766,31074,-0.059885007,0.850841027
Tomm70a,chr16,57121702,57156705,+,161249,10721,0.072063313,0.870062572
Mid1ip1,chrX,10715012,10719690,+,129123,129132,-0.165473047,0.803006638
Idnk,chr13,58157648,58164693,+,12961,0,0.056520923,0.884690822
Arhgap35,chr7,16493718,16614993,-,-59,-40,-0.184783149,0.496595584
Kcnn4,chr7,24370262,24386690,+,720595,0,-0.065391302,0.776284952
Epsti1,chr14,77904238,78002657,+,381882,-29125,0.201396453,0.38451044
Rpl10-ps5,chr8,94222992,94223634,+,189688,131049,-0.063044599,0.956437499
Lsm14a,chr7,34344645,34393315,-,839222,0,-0.05863824,0.747581674
Gm45871,chr18,90579776,90592528,+,-269166,-69717,0.244826474,0.816426339
Tmem11,chr11,60864451,60879272,-,97426,352512,-0.152100589,0.770603999
Copz1,chr15,103272713,103299868,+,-14339,-48431,0.07342165,0.843138547
Gm42715,chr7,127519583,127567054,+,-275479,5781,-0.120204629,0.505291461
Mphosph10,chr7,64376526,64392268,-,-333611,185,0.160021129,0.53120898
Cramp1l,chr17,24961225,25015788,-,168515,-177,-0.121540797,0.49753581
C8g,chr2,25498650,25501719,-,33288,32386,-0.401028874,0.745506236
Ykt6,chr11,5955692,5967780,+,33176,39001,0.186804878,0.437247049
Cdc45,chr16,18780446,18811987,-,-392189,46677,-0.084013678,0.961773168
Rps27,chr3,90212521,90213651,-,-511658,-160313,0.087256931,0.795401608
Slc7a6,chr8,106168856,106198706,+,-60325,0,-0.068655068,0.834503794
Daam1,chr12,71831077,71992333,+,537399,93882,0.181767754,0.664046326
Atg3,chr16,45158784,45188538,+,0,0,0.073865831,0.84933996
Rcor1,chr12,111039350,111115901,+,48606,44013,-0.117223581,0.594392223
Mir3076,chr14,30572148,30572208,+,52466,7202,-0.279088299,0.620098227
Arhgap45,chr10,80016652,80031472,+,-154844,0,-0.060313084,0.856297237
Dus1l,chr11,120789200,120796403,-,-1285291,55476,-0.076365294,0.825307781
Dmac2l,chr12,69724949,69744660,+,-108875,80481,-0.068602147,1.0
Snapc3,chr4,83417723,83467676,+,-46821,0,0.023963545,0.951557384
Hcfc1,chrX,73942791,73966357,-,996,57854,-0.139389975,0.359752044
Snrnp48,chr13,38204937,38227665,+,185840,110529,0.019760392,0.969246327
Traj35,chr14,54183773,54183838,+,33143,14232,0.08556807,0.932029813
Ncoa5,chr2,165000356,165034867,-,-177626,-66808,-0.219021838,0.344147715
Akap12,chr10,4266379,4359470,+,-59649,28469,-0.303149918,0.199338653
Rp2,chrX,20364480,20405653,+,442299,-92468,-0.061236811,0.924485075
Wdr37,chr13,8802967,8871909,-,568182,0,0.221803772,0.104698467
Gm27241,chr9,72613789,72617053,-,293415,-80938,-0.006774707,0.995775935
Snap29,chr16,17405985,17430827,+,957414,21192,0.103201164,0.708590947
3110040N11Rik,chr7,81782181,81789478,-,-803362,-210109,-0.078226538,0.885496747
Tmem177,chr1,119907889,119913208,-,187242,0,-0.678430741,0.248275028
Ing1,chr8,11555570,11563251,+,2417014,72986,-0.192988487,0.299982345
Rnf168,chr16,32277458,32301434,+,-209332,-30128,0.046470284,0.918335934
Inf2,chr12,112588783,112615557,+,458848,-1534,-0.059098473,0.88684674
Gm50169,chr18,67203334,67205970,-,726012,0,-0.054599296,0.947244114
Cd52,chr4,134082447,134095082,-,-245476,2067,0.052442824,0.909671592
Ccng2,chr5,93267256,93276231,+,-892253,0,0.055177607,0.875003682
Rps21,chr2,180257376,180258445,+,1061055,-55,-0.008468111,0.990271822
Zscan25,chr5,145280499,145291278,+,2040591,0,0.00672681,0.992672747
Slc49a4,chr16,35694061,35769356,-,172269,0,-0.290367106,0.646559873
Osbp,chr19,11965940,11994112,+,-431952,15956,0.001894219,0.99699336
Slc25a25,chr2,32414486,32451445,-,-262816,42303,-0.25359736,0.411343743
Gnai2,chr9,107614124,107635367,-,-25650,0,-0.038699192,0.900794191
Mrpl33,chr5,31596934,31664384,+,-80099,0,0.182865031,0.538835346
Elk1,chrX,20933394,20950608,-,-85426,-228610,-0.150390456,0.770539178
Spast,chr17,74338986,74391115,+,38026,-23015,-0.092427506,0.766841924
Stk16,chr1,75210837,75215606,+,-68570,20737,0.019857011,0.97524248
Slc35e1,chr8,72480640,72492614,-,-189319,97598,0.026586199,0.945436654
Ndufb7,chr8,83566670,83571626,+,-138941,23097,0.174444283,0.649469673
Rfc1,chr5,65261849,65335670,-,-455755,0,-0.137895903,0.753473359
Ctdp1,chr18,80407958,80469695,-,180033,130878,-0.103977353,0.76019111
Rgs19,chr2,181688418,181693977,-,-368902,-8124,-0.11765087,0.714538156
Fbxl2,chr9,113963636,114046191,-,-116324,0,0.42617711,0.434999819
Palm3,chr8,84021470,84030295,+,43469,36612,-0.05537024,0.929034609
A730017L22Rik,chr2,130873058,130906396,-,-2450300,273989,0.292465745,0.573139281
Mta2,chr19,8941874,8952303,+,-43154,1763,-0.038819653,0.810474213
Spata1,chr3,146457195,146499753,-,-2406875,-276111,0.179798511,0.829945205
Gm17477,chr9,80118894,80121937,-,183708,42328,-0.03977117,0.965540113
Hmgn5,chrX,109004533,109013404,-,-1188409,0,0.012343363,0.986509327
Gm4076,chr13,85126549,85127514,-,-378881,161507,0.288281961,0.744505011
Abracl,chr10,18011259,18023288,-,-84626,-23400,0.280366605,0.459490683
Limd2,chr11,106156255,106160860,-,420495,6646,0.13808653,0.485191949
Slc39a14,chr14,70303468,70351425,-,-237804,-26585,0.00356303,0.997274756
Ier2,chr8,84661330,84662854,-,43698,-21342,-0.074035189,0.860300968
Ikzf3,chr11,98464901,98546031,-,0,0,-0.082726657,0.770539178
Polr3e,chr7,120917743,120947432,+,0,0,-0.009965708,0.986153911
Gm43055,chr5,86728905,86817106,+,-690925,-537807,-0.188796332,0.50905977
Lig1,chr7,13277282,13311433,+,-1451178,-284835,-0.179155924,0.886908972
Map7,chr10,20148470,20281590,+,0,0,0.130979009,0.87621836
Gm19605,chr12,110474510,110486208,-,0,0,-0.019162392,0.983404806
Tmem184b,chr15,79360683,79403569,-,174412,-12570,-0.060395976,0.907708552
Clpb,chr7,101663632,101795506,+,-63043,0,-0.10328963,0.813550475
Actr1b,chr1,36698113,36714422,-,0,22930,-0.034785923,0.940364002
Mbd2,chr18,70568188,70626131,+,837454,0,0.236935664,0.136074003
Traj30,chr14,54189865,54189924,+,27057,8146,0.017956521,0.986153911
Pnkd,chr1,74284929,74353694,+,263448,-22084,-0.329987227,0.509513011
Cox20,chr1,178319129,178322693,+,-980872,-786,0.386378814,0.310867445
Traj14,chr14,54205110,54205144,+,11837,4803,-0.244209903,0.624834049
Nup93,chr8,94214563,94317227,+,96095,37456,-0.066346105,0.896022245
Lzic,chr4,149485228,149496668,+,161663,0,-0.144330615,0.733325565
Yars2,chr16,16302964,16309640,+,-1922998,-503,-0.250595698,0.54051853
Dhcr24,chr4,106561037,106589113,+,198754,205031,-0.253557501,0.646559873
Pcgf6,chr19,47033616,47050906,-,-413509,0,-0.114948987,0.881817207
Gm37082,chr9,32535250,32537177,-,-184854,4369,0.271654175,0.413488234
Rnf20,chr4,49632005,49656887,+,-1619165,-146,-0.051337327,0.827644688
Hypk,chr2,121453289,121458672,+,-342275,-21164,0.052700258,0.907748986
Letm1,chr5,33739672,33782817,-,-346969,48048,-0.05321241,0.853045113
Gtf2h1,chr7,46796102,46823800,+,288031,9370,0.187519318,0.386275478
Eri3,chr4,117550364,117674297,+,-411000,-339391,-0.084132309,0.896890157
Mesd,chr7,83884465,83901532,+,-228809,0,-0.047872713,0.943995662
Romo1,chr2,156144038,156145797,+,-590714,34236,0.079581024,0.907748986
Runx3,chr4,135120651,135177990,+,93679,-342,-0.006491579,0.989088263
Fam173a,chr17,25790079,25792901,-,-549176,0,-0.002314555,0.998506503
Cacybp,chr1,160202366,160212875,-,94126,77682,-0.134289298,0.669356419
Slc16a1,chr3,104638667,104658462,+,-857628,-22151,-0.170606547,0.818122476
A830082N09Rik,chr10,33987215,33995055,-,740835,-36370,0.490198945,0.647304879
Rgs12,chr5,34949444,35039644,+,-1556741,65969,-0.022155956,0.98447212
Sele,chr1,164048233,164057677,+,1135865,4371,0.005432922,0.997017376
Tmed3,chr9,89699205,89705068,-,-13891,393900,-0.35350668,0.416899448
Mir686,chr14,54616676,54616785,-,1206,1370,-0.086768213,0.916148198
Carnmt1,chr19,18670763,18707200,+,-51772,0,-0.237124771,0.490070381
Isg20l2,chr3,87930313,87940686,+,102288,-10695,0.152663314,0.538835346
Gm26348,chr1,10166538,10166778,+,-19575,-19562,-0.659229682,1.0
Gm37407,chr1,128163213,128164529,+,-85738,-59067,-0.739113342,0.469717135
9630010A21Rik,chr1,195013745,195016448,+,-285549,-17538,0.034987105,0.979623626
Gm13608,chr2,31985058,31986464,+,-55089,51270,-0.184187856,0.89840276
Gm13413,chr2,32406054,32406656,+,-254384,-43399,-0.227156524,1.0
Gm20628,chr3,96267074,96270289,-,286740,144677,-0.147904657,0.918207248
Mblac1,chr5,138194313,138195621,+,408030,-234,-0.097118218,1.0
Cd33,chr7,43524215,43544428,-,-58544,17873,0.467197781,1.0
Gm21057,chr7,80062709,80075267,-,117400,16349,-0.193861075,0.875003682
Dock1,chr7,134670653,135173639,+,346819,368971,-0.254671416,1.0
Gm45269,chr8,34152689,34152971,+,579284,2104,0.618285725,0.546680241
Gm2767,chr8,56560915,56561388,+,-10023,21525,0.149755211,1.0
Gm45292,chr8,91450305,91452512,+,-367656,-137348,0.154860457,0.917088701
Gm16106,chr10,81504472,81504766,+,-1869,-1876,0.967343844,0.246083197
Tle6,chr10,81590903,81601073,-,-88300,-38977,-0.635314668,1.0
Gm32802,chr10,118258687,118261096,+,-117204,-63271,0.424092555,1.0
Gm12275,chr11,62304863,62305170,-,161878,-86412,0.01107005,1.0
Gm47813,chr13,3899208,3900248,-,-362057,18199,-0.467732032,1.0
Gm48349,chr13,95002357,95002824,+,324361,-25518,0.282233578,1.0
Rpl19-ps3,chr14,49103506,49122712,-,-1362755,97096,0.107248694,0.949604006
Stk19-ps1,chr17,34744752,34747154,-,-155117,-141113,0.208742653,1.0
Gm27457,chr18,42574208,42574364,+,294774,294657,-0.275148475,1.0
Gm7598,chrX,38476460,38482486,+,2134050,-294510,0.012733164,1.0
Mir7092,chrX,74317361,74317429,+,-349992,-12206,-0.27507232,1.0
Gm7117,chrX,105725127,105725514,-,76196,76201,0.206574529,1.0
Mcrs1,chr15,99242816,99251961,-,141950,299,0.054752725,0.932830307
Zfp983,chr17,21650623,21664966,+,-2651787,-113731,0.041746666,0.96763153
Fez2,chr17,78369211,78418152,-,581923,-6731,-0.109888238,0.72942942
Rangap1,chr15,81704247,81745530,-,-401542,0,-0.176723927,0.264716294
Mst1,chr9,108080435,108085003,+,-491961,-45180,-0.099502668,0.840645222
Sptan1,chr2,29965559,30031451,+,-29531,17143,-0.083624327,0.466086118
Ugdh,chr5,65413220,65435949,-,359538,50538,-0.02256954,0.972448419
Dync2h1,chr9,6928502,7184446,-,689162,37146,0.232240216,0.514497513
Gm42820,chr3,98121587,98124650,+,-1564541,-94190,0.069947858,0.923886991
Speg,chr1,75375296,75432320,+,44953,89540,-0.478021576,1.0
Gm44141,chr6,47635296,47636879,+,-74044,0,0.036295292,0.986681332
Gm36501,chr13,62151169,62151914,+,318288,231218,-0.406972308,0.540403053
Nrip1,chr16,76287399,76373827,-,0,0,-0.02123482,0.980397029
Pdcd7,chr9,65346103,65359643,+,-143741,0,-0.017263177,0.97942843
Cct2,chr10,117051000,117063814,-,-101816,40447,0.121088005,0.686108854
Gm7324,chr14,43697827,43715378,+,1072193,351507,-0.257528552,0.479459663
Mfap1b,chr2,121460234,121474067,-,-349220,-28109,-0.086461441,0.709729001
Sfxn3,chr19,45047502,45056383,+,-181868,-116859,0.135357785,0.576061879
Bach1,chr16,87698944,87733346,+,-2505038,0,-0.107370436,0.74611317
Nupl1,chr14,60184611,60251431,-,0,0,-0.068968597,0.899728072
Arrdc3,chr13,80883383,80896042,+,-1579375,0,-0.198656451,0.756656407
Golph3,chr15,12321449,12351591,+,-204201,19599,0.18528604,0.145515695
Eif4enif1,chr11,3202391,3244588,+,100507,0,0.119413455,0.254579021
Ola1,chr2,73092800,73218924,-,166540,59630,0.110713384,0.786166499
Phf3,chr1,30802338,30873921,-,-102433,46858,-0.039335308,0.907205034
Rps19,chr7,24884370,24889806,+,217479,17555,-0.06294871,0.748402464
Gm37939,chr5,124004647,124006151,+,608591,28341,0.064047999,0.957703724
Ppp3cb,chr14,20499363,20546573,-,480210,-110382,0.178518787,0.300394086
Plcl2,chr17,50509402,50688484,+,-367421,0,0.019771461,0.960093224
Ankrd40,chr11,94328000,94341841,+,-332533,44739,0.22839427,0.135576102
Nrm,chr17,35861317,35865402,+,76211,-19519,0.166354027,0.70368088
Supv3l1,chr10,62429208,62449738,-,56911,50759,0.194537167,0.556855202
Nob1,chr8,107412485,107425051,-,-293508,-88258,0.114029606,0.813243044
Btf3,chr13,98309895,98317006,-,-410263,-370654,0.04844773,0.899536147
Polh,chr17,46171354,46202645,-,-10453,80624,0.023150179,0.981936024
Rpl19-ps11,chr8,19492935,19493526,+,-966388,-331068,0.035566955,0.963525762
Cyb5r4,chr9,87022013,87077774,+,177535,-288,0.285589802,0.221438671
Gtf3c4,chr2,28822298,28840360,-,-66622,-66619,-0.207213985,0.533119183
Nrros,chr16,32142784,32165594,-,-74658,-31448,-0.050380931,0.870062572
Vezf1,chr11,88068278,88084729,+,-130333,0,-0.042232786,0.943116748
Tcp1,chr17,12915700,12925067,+,0,0,0.127648,0.665792693
Mir8119,chr4,129557682,129557811,-,12842,1045,-0.110367208,0.755138812
Crebzf,chr7,90442728,90447994,+,25855,25998,-0.034607306,0.955801838
Gtpbp4,chr13,8966330,8996083,-,444008,15645,0.09561875,0.770000388
Fyco1,chr9,123789499,123851899,-,192448,0,0.27273387,0.136074003
Rnps1,chr17,24414564,24425901,+,758402,281891,0.006627148,0.98713795
Pik3cd,chr4,149649167,149702571,-,0,0,0.195892846,0.216470458
Nlrc3,chr16,3945006,3976632,-,3136170,-36488,0.098045138,0.467789536
Slu7,chr11,43433743,43447981,+,-57731,-62,-0.009119986,0.981936024
Amd-ps4,chr4,51253024,51254027,-,32586,32456,0.757146307,1.0
B130021K23Rik,chr6,87830273,87832866,-,-404,-231,0.030853975,0.983945577
Ly86,chr13,37345207,37419036,+,-19623,15307,-0.509513588,1.0
Pdgfb,chr15,79995873,80014977,-,295225,-39322,-0.512265082,0.665219029
Rpl15-ps3,chr9,22185606,22186221,-,-113773,38770,-0.026318392,0.97524248
Slc30a7,chr3,115938972,116007406,-,0,0,0.201891036,0.375885843
Dapk3,chr10,81183004,81193197,+,136128,24141,-0.064542863,0.852232758
Dolk,chr2,30284230,30286334,-,-155114,77445,-0.385103738,0.479591286
Gm47882,chr13,13862533,13893979,+,-117299,145905,0.018514503,0.97524248
Alg9,chr9,50775018,50843542,+,-75386,12730,-0.134891188,0.786041417
Nploc4,chr11,120380369,120437708,-,-876460,55090,-0.051572368,0.850578398
H2-Q1,chr17,35320404,35325099,+,29110,28757,0.036382542,0.971856013
Phf12,chr11,77982753,78030539,+,144639,0,-0.125290868,0.486744721
Gm45854,chr8,95468645,95472133,+,681128,-223400,0.118655112,0.909671592
Rpl19-ps6,chr15,7975074,7975660,+,691607,192671,0.206280808,0.845927183
Rpl31-ps8,chr15,90764278,90764656,-,-305094,-84005,-0.016071135,0.987485239
Gm47694,chr14,60210973,60216419,-,3413,3355,0.156202504,0.836443801
Gm16568,chr9,15330572,15335345,+,682939,-50347,0.023468501,0.983404806
Trbv15,chr6,41141187,41141658,+,9499,-3712,0.236363201,0.645258642
Surf2,chr2,26916366,26920183,+,484232,-247259,-0.061287549,0.905496931
Gm43692,chr5,32799903,32800965,-,-39751,-39741,0.267810239,0.647106164
Yipf6,chrX,98936315,98949017,+,-3906303,521855,0.220475621,0.437247049
Sec31a,chr5,100361648,100416234,-,312555,13704,-0.034957706,0.875145272
